game,arm,rewardArm,turn,level,lives,gold,score,tier,adId,message,reward,expiresIn,success
25,FAST,LOW,3,0,2,64,64,"Piece of cake","QPh1wXd2","Help Sture Gladwin to reach an agreement with Domnika Eymer on the matters of disputed wagon",8,4,true
25,FAST,LOW,4,0,2,72,72,"Gamble","BvXwxFAB","Help Wei Leonard to sell an unordinary house on the local market",23,3,true
25,FAST,NA,5,0,2,95,95,"Sure thing","RxSVWuDR","Help Chadwick Harford to clean their potatoes",5,4,true
25,FAST,LOW,7,1,2,0,100,"Piece of cake","FgHZ174A","Help Lilian Jónsson to write their biographical novel about their difficulties with a deranged horse",37,6,true
25,FAST,HIGH,8,1,2,37,137,"Piece of cake","Rbbz03rw","Steal pot delivery to Gunvor Bennett and share some of the profits with the people.",75,6,true
25,FAST,LOW,10,2,2,12,212,"Piece of cake","CEYY2XqG","Help Alter Tindall to reach an agreement with Jaynie Seymour on the matters of disputed pot",15,5,true
25,FAST,HIGH,11,2,2,27,227,"Piece of cake","B3GkWyDx","Steal sheep delivery to Timothei Edgell and share some of the profits with the people.",42,3,true
25,FAST,NA,12,2,2,69,269,"Piece of cake","TY8NljB7","Create an advertisement campaign for Annikki Gorbold to promote their bucket based business",29,6,true
25,FAST,HIGH,13,2,2,98,298,"Walk in the park","SUgGxdm1","Escort Filippu Jakeman to pasture in Metalburg where they can meet with their long lost sheep",83,7,false
25,FAST,LOW,15,2,2,48,298,"Hmmm....","NC2M65fk","Help Ermelinda Averill to write their biographical novel about their difficulties with a deranged bucket",41,6,false
25,FAST,LOW,16,2,1,48,298,"Piece of cake","MnYy084R","Help Meta Andrewson to sell an unordinary water on the local market",28,5,true
25,FAST,HIGH,18,2,2,26,326,"Sure thing","1zFmWPoH","Steal chicken delivery to Britt Blakeslee and share some of the profits with the people.",71,3,true
25,FAST,HIGH,19,2,2,97,397,"Piece of cake","yiMCZZrJ","Steal sheep delivery to Lærke Michaelson and share some of the profits with the people.",80,7,true
25,FAST,LOW,21,3,2,77,477,"Sure thing","0vD7uRze","Steal squirrel delivery to Yong Parsons and share some of the profits with the people.",66,3,true
25,FAST,LOW,23,4,2,43,543,"Sure thing","EXzBLBoQ","Rescue Mariah Marsden from steppe in Redgill where they are attacked by angry water",23,6,true
25,FAST,HIGH,24,4,2,66,566,"Hmmm....","6mbCLg3n","Help defending plains in Lightdinny from the intruders",152,4,false
25,FAST,LOW,26,4,2,16,566,"Sure thing","nr1xs0N6","Help defending field in Eastpine from the intruders",170,4,true
25,FAST,LOW,28,5,2,86,736,"Sure thing","k7ErRZBd","Steal super awesome diamond bucket from Rosalba Christophers",232,4,false
25,FAST,LOW,30,5,2,36,736,"Piece of cake","e2cG8Lax","Help defending pasture in Westsheen from the intruders",114,6,true
25,FAST,LOW,32,6,2,50,850,"Sure thing","b5AlIO6Q","Rescue Isaac Hepburn from plains in Sharpdean where they are attacked by angry wagon",39,4,true
25,FAST,LOW,33,6,2,89,889,"Piece of cake","Jmp1ebZs","Help defending field in Burnsfair from the intruders",125,4,true
25,FAST,HIGH,34,6,2,214,1014,"Sure thing","eRerchsP","Steal super awesome diamond chicken from Georgette Bowe",294,6,false
25,FAST,LOW,36,6,2,164,1014,"Walk in the park","zCmJXR1q","Help defending field in Fangburg from the intruders",125,6,true
25,FAST,HIGH,37,6,2,289,1139,"Piece of cake","iyRvAXwD","Steal super awesome diamond wagon from Ananta Shackleford",270,3,false
25,FAST,LOW,39,6,2,239,1139,"Sure thing","cJsim1Wf","Help defending steppe in Bleakmountain from the intruders",138,3,true
25,FAST,HIGH,40,6,2,377,1277,"Piece of cake","PYFpqgD5","Steal super awesome diamond beer mug from Eelis Langdon",266,5,false
25,FAST,HIGH,42,6,2,327,1277,"Piece of cake","eYktCGkA","Steal super awesome diamond dog from Mahin Holmwood",227,3,false
25,FAST,HIGH,44,6,2,277,1277,"Sure thing","6mz0NFVc","Steal super awesome diamond turnips from Elma Whitney",269,4,false
25,FAST,LOW,46,6,2,227,1277,"Sure thing","EAO9QxNn","Steal super awesome diamond sheep from Alkibiades Sharman",224,5,false
25,FAST,LOW,48,6,2,177,1277,"Sure thing","KHnIyvqA","Steal super awesome diamond chicken from Hillevi Strudwick",243,6,false
26,NONE,LOW,0,0,3,0,0,"Quite likely","85uQGXYy","Create an advertisement campaign for Bee Thwaite to promote their clothes based business",29,7,true
26,NONE,LOW,1,0,3,29,29,"Hmmm....","mBmzSYg5","Help Liina Traviss to transport a magic pot to savannah in Redton",18,6,true
26,NONE,HIGH,2,0,3,47,47,"Hmmm....","oqTkFtLw","Escort Shota Wardrobe to grassland in Greypeak where they can meet with their long lost bucket",69,6,true
26,NONE,HIGH,3,0,3,116,116,"Piece of cake","p8UqjxpR","Create an advertisement campaign for Cecilie Francis to promote their wagon based business",44,4,true
26,NONE,HIGH,4,0,3,160,160,"Gamble","SupDIANY","Help Anabela Brittain to write their biographical novel about their difficulties with a deranged sheep",31,5,true
26,NONE,HIGH,5,0,3,191,191,"Piece of cake","FkNqyzo3","Help Euphrasia Rodgers to transport a magic dog to peninsula in Towerburg",16,5,true
26,NONE,HIGH,6,0,3,207,207,"Piece of cake","j7rQieeZ","Help Ognen Bannister to transport a magic potatoes to meadow in Masongannon",11,7,true
26,NONE,HIGH,7,0,3,218,218,"Piece of cake","cydO1VRR","Escort Paulette Courtenay to steppe in Westfirth where they can meet with their long lost beer mug",71,7,true
26,NONE,LOW,8,0,3,289,289,"Quite likely","y1XsWREP","Help Rokus Hermanson to transport a magic horse to steppe in Eastdean",21,6,true
26,NONE,LOW,9,0,3,310,310,"Quite likely","sr5wPgSK","Help Pratap Seabrooke to transport a magic chariot to plains in Sharpbane",23,5,true
26,NONE,LOW,10,0,3,333,333,"Hmmm....","jhzEEbWW","Help Hayim Þórsson to transport a magic bucket to plains in Blackcaster",19,4,true
26,NONE,LOW,11,0,3,352,352,"Piece of cake","ZkupcKwH","Help Christen Gabriels to reach an agreement with Cierra Allsopp on the matters of disputed chicken",17,3,true
26,NONE,LOW,12,0,3,369,369,"Hmmm....","3HSi9mjF","Help Efemena Courtier to write their biographical novel about their difficulties with a deranged pot",21,3,false
26,NONE,HIGH,13,0,2,369,369,"Hmmm....","llVHu1bi","Create an advertisement campaign for Prune Traviss to promote their sheep based business",32,3,true
26,NONE,LOW,14,0,2,401,401,"Walk in the park","Wgt4qX4k","Help Fajr Jackson to sell an unordinary house on the local market",19,5,true
26,NONE,HIGH,15,0,2,420,420,"Walk in the park","fM3qZLPS","Escort Jimmy Derrickson to peninsula in Millerloft where they can meet with their long lost wagon",63,6,true
26,NONE,HIGH,16,0,2,483,483,"Piece of cake","QGslvcej","Steal weed delivery to Cila Ásmundsdóttir and share some of the profits with the people.",53,5,true
26,NONE,LOW,17,0,2,536,536,"Hmmm....","kYO6owpf","Help Fulvia Trueman to sell an unordinary cat on the local market",22,3,false
26,NONE,LOW,19,0,2,486,536,"Quite likely","hCxj6ezq","Escort Şukri̇ye Brigham to steppe in Blackfirth where they can meet with their long lost pan",62,5,true
26,NONE,LOW,20,0,2,548,598,"Rather detrimental","d8M1yOu4","Create an advertisement campaign for Vytautas Jónsson to promote their chicken based business",42,5,false
26,NONE,NA,22,0,2,498,598,"Piece of cake","Md9f5uhD","Escort Félicien Kingsley to pasture in Oldmire where they can meet with their long lost chariot",69,7,false
26,NONE,LOW,24,0,2,448,598,"Piece of cake","ysHprimV","Help defending field in Scaleseed from the intruders",91,7,true
26,NONE,HIGH,25,0,2,539,689,"Sure thing","Gni5fIBK","Help defending village in Blacktown from the intruders",114,5,true
26,NONE,NA,26,0,2,653,803,"Sure thing","39pn9sQj","Help defending plains in Lightgill from the intruders",107,4,true
26,NONE,NA,27,0,2,760,910,"Piece of cake","4OmxQOtJ","Help defending plains in Whiteshaw from the intruders",106,3,true
26,NONE,HIGH,28,0,2,866,1016,"Suicide mission","YP7PTCq1","Investigate Chae-won Björnsdóttir and find out their relation to the magic pan.",145,3,false
26,NONE,NA,30,0,2,816,1016,"Walk in the park","4NKDOuDI","Help defending meadow in Snowdrone from the intruders",100,6,false
26,NONE,HIGH,32,0,2,766,1016,"Piece of cake","u7pLmZGx","Help defending thrift shoppe in Orringannon from the intruders",97,6,false
26,NONE,LOW,34,0,2,716,1016,"Quite likely","tuQuTSuC","Help defending village in Sharppeak from the intruders",97,4,true
26,NONE,LOW,35,0,2,813,1113,"Walk in the park","GAKm2NnE","Help defending village in Scaledeen from the intruders",87,7,true
26,NONE,LOW,36,0,2,900,1200,"Quite likely","h7CtOvHG","Help defending meadow in Lowefirth from the intruders",86,7,true
26,NONE,LOW,37,0,2,986,1286,"Walk in the park","8PaFqjE3","Help defending meadow in Snowwell from the intruders",72,7,true
26,NONE,HIGH,38,0,2,1058,1358,"Risky","77KdMp5P","Help defending meadow in Ridgeshore from the intruders",119,4,true
26,NONE,LOW,39,0,2,1177,1477,"Hmmm....","5B0RwOhe","Help defending village in Blackville from the intruders",89,4,false
26,NONE,HIGH,41,0,2,1127,1477,"Risky","XhzokbBU","Help defending grassland in Razorton from the intruders",96,4,false
26,NONE,NA,43,0,2,1077,1477,"Piece of cake","YLLRuJLn","Help defending plains in Voidfire from the intruders",76,6,true
26,NONE,LOW,44,0,2,1153,1553,"Quite likely","PXkdG1Jq","Help defending foggy riverside in Sharpwell from the intruders",71,7,true
26,NONE,HIGH,45,0,2,1224,1624,"Playing with fire","a90s8j2y","Help defending rocky plains in Whitebury from the intruders",90,6,false
26,NONE,HIGH,47,0,2,1174,1624,"Quite likely","hqRie9HQ","Help defending pasture in Southmoore from the intruders",91,3,true
26,NONE,LOW,48,0,2,1265,1715,"Quite likely","xAj096Rw","Help defending woodland in Metalwell from the intruders",81,5,true
26,NONE,LOW,49,0,2,1346,1796,"Risky","dHxqMnz5","Help defending cave in Bloodcrest from the intruders",62,7,false
27,FAST,HIGH,0,0,3,0,0,"Walk in the park","HswT9RWs","Escort Janessa Beverley to savannah in Frostbane where they can meet with their long lost bucket",71,7,true
27,FAST,LOW,1,0,3,71,71,"Gamble","q5q0mmM6","Help Monday Turnbull to sell an unordinary pot on the local market",15,6,false
27,FAST,LOW,2,0,2,71,71,"Risky","0x7fv5qT","Help Qiu Beverley to fix their weed",3,5,true
27,FAST,HIGH,3,0,2,74,74,"Piece of cake","u84OHz0y","Create an advertisement campaign for Bidane Baldwin to promote their horse based business",28,4,true
27,FAST,LOW,5,1,2,2,102,"Piece of cake","LN3hHZRi","Help Kunthea Millhouse to fix their wagon",4,6,true
27,FAST,NA,6,1,2,6,106,"Piece of cake","Ix3VrSfg","Help Benjamim Walters to transport a magic horse to thrift shoppe in Fangdale",17,4,true
27,FAST,HIGH,7,1,2,23,123,"Walk in the park","7up8QHlA","Create an advertisement campaign for Pjetër Rowland to promote their chicken based business",40,7,true
27,FAST,LOW,8,1,2,63,163,"Piece of cake","0VIQtxRs","Help Fergie Porcher to reach an agreement with Prema Godfrey on the matters of disputed pot",14,6,true
27,FAST,LOW,9,1,2,77,177,"Piece of cake","hwohcSSE","Help Geertje Brynjólfsson to reach an agreement with Rowena Whittemore on the matters of disputed sheep",9,7,true
27,FAST,HIGH,10,1,2,86,186,"Walk in the park","18Uu9SqC","Escort Ogechi Eglington to pasture in Sharpshaw where they can meet with their long lost potatoes",77,6,true
27,FAST,HIGH,12,2,2,63,263,"Piece of cake","D9oTGvfa","Steal pot delivery to Kord Harding and share some of the profits with the people.",76,3,true
27,FAST,HIGH,14,3,2,39,339,"Piece of cake","56ODHLLf","Escort Swanhilda Spalding to steppe in Westfair where they can meet with their long lost wagon",95,7,true
27,FAST,LOW,16,4,2,34,434,"Quite likely","BymEXLqv","Help Celino Abrahams to write their biographical novel about their difficulties with a deranged squirrel",32,5,true
27,FAST,LOW,17,4,2,66,466,"Rather detrimental","dVqHOlG8","Escort Zusa Washington to savannah in Frostwater where they can meet with their long lost turnips",77,3,true
27,FAST,HIGH,19,5,2,43,543,"Quite likely","H8Iqe5Gi","Escort Azad Bristow to plains in Greyspring where they can meet with their long lost horse",120,6,true
27,FAST,NA,21,6,2,63,663,"Sure thing","3JK4o2k9","Steal wagon delivery to Roxane Bristow and share some of the profits with the people.",67,4,true
27,FAST,NA,22,6,2,130,730,"Piece of cake","MSvb65NB","Escort Kumiko Keighley to grassland in Orrindean where they can meet with their long lost weed",101,6,true
27,FAST,HIGH,23,6,2,231,831,"Risky","oocpSWC0","Steal weed from Nicolás Chandler",149,7,false
27,FAST,HIGH,25,6,2,181,831,"Quite likely","N6y8co8b","Escort Amalthea Quickley to field in Snowbury where they can meet with their long lost pot",107,6,true
27,FAST,HIGH,26,6,2,288,938,"Piece of cake","7LRNiear","Escort Damla Travers to savannah in Sharpmere where they can meet with their long lost squirrel",130,5,true
27,FAST,HIGH,27,6,2,418,1068,"Piece of cake","wRs7dA4E","Help defending village in Blackmere from the intruders",189,7,true
27,FAST,HIGH,28,6,2,607,1257,"Suicide mission","s8czyP49","Investigate Pauline Shelton and find out their relation to the magic pan.",237,3,false
27,FAST,HIGH,30,6,2,557,1257,"Quite likely","PjXKEXbX","Rescue Anoubis Bardsley from village in Everdean where they are attacked by angry weed",42,4,false
27,FAST,NA,32,6,2,507,1257,"Piece of cake","7FNMkEg0","Rescue Damhán Burnham from steppe in Metaldinny where they are attacked by angry chicken",54,4,true
27,FAST,LOW,33,6,2,561,1311,"Walk in the park","d82tA4bd","Help defending field in Westwhyte from the intruders",146,7,true
27,FAST,LOW,34,6,2,707,1457,"Piece of cake","2IDLZKJy","Help defending grassland in Orrindale from the intruders",139,7,true
27,FAST,HIGH,35,6,2,846,1596,"Piece of cake","7L2CcN8B","Help defending grassland in Snowhill from the intruders",179,7,true
27,FAST,LOW,36,6,2,1025,1775,"Hmmm....","O1xJwR1L","Help defending plains in Dornhill from the intruders",115,7,false
27,FAST,HIGH,38,6,2,975,1775,"Gamble","6plaTRyn","Help defending steppe in Towermoore from the intruders",168,6,true
27,FAST,LOW,39,6,2,1143,1943,"Walk in the park","SbuEUOYL","Help defending savannah in Millerloft from the intruders",118,7,false
27,FAST,NA,41,6,2,1093,1943,"Piece of cake","fYFrw04B","Help defending steppe in Fallmountain from the intruders",125,7,true
27,FAST,HIGH,42,6,2,1218,2068,"Playing with fire","qnf4JPft","Help defending village in Towergannon from the intruders",131,7,true
27,FAST,LOW,43,6,2,1349,2199,"Hmmm....","wqRzd8Lr","Help defending field in Redpeak from the intruders",115,7,false
27,FAST,HIGH,45,6,2,1299,2199,"Hmmm....","UCX5wdra","Help defending field in Darkmountain from the intruders",150,3,true
27,FAST,HIGH,46,6,2,1449,2349,"Risky","6LNMejGb","Help defending grassland in Fangfire from the intruders",144,3,false
27,FAST,LOW,48,6,2,1399,2349,"Risky","wXCzMcff","Help defending island in Eastmere from the intruders",107,6,false
28,NONE,LOW,0,0,3,0,0,"Hmmm....","o8UyA9GJ","Help Kolman Tennyson to transport a magic horse to plains in Fallcaster",12,7,true
28,NONE,HIGH,1,0,3,12,12,"Piece of cake","AhOlbfGM","Steal pan delivery to Matthieu Fitzroy and share some of the profits with the people.",42,6,true
28,NONE,LOW,2,0,3,54,54,"Walk in the park","Hx44RnTG","Help Angra Christians to transport a magic chicken to grassland in Eastscale",11,5,false
28,NONE,HIGH,3,0,2,54,54,"Walk in the park","bQVqKOU7","Create an advertisement campaign for Giacomina Sanderson to promote their cat based business",37,4,false
28,NONE,NA,5,0,2,4,54,"Sure thing","T0mmmcOu","Help Alanna Samuels to clean their weed",4,3,true
28,NONE,LOW,6,0,2,8,58,"Walk in the park","ajMngrYH","Help Khanpasha Packard to reach an agreement with Athaliah Garrard on the matters of disputed chariot",7,4,true
28,NONE,HIGH,7,0,2,15,65,"Walk in the park","90eNux1Z","Steal bucket delivery to Yeruslan Hudnall and share some of the profits with the people.",46,6,true
28,NONE,LOW,8,0,2,61,111,"Piece of cake","PggauoT6","Help Georgina Milburn to reach an agreement with Jaya Boothman on the matters of disputed bucket",2,7,true
28,NONE,HIGH,9,0,2,63,113,"Playing with fire","iHiID65Y","Help Ugnė Berryann to write their biographical novel about their difficulties with a deranged potatoes",36,7,false
28,NONE,LOW,11,0,2,13,113,"Sure thing","V8CsEw0O","Help Sandro Harland to reach an agreement with Mélissa Thrussell on the matters of disputed sheep",11,3,true
28,NONE,HIGH,12,0,2,24,124,"Walk in the park","pJJfk1jJ","Help Reto Sanders to sell an unordinary dog on the local market",20,4,true
28,NONE,LOW,13,0,2,44,144,"Walk in the park","WsJtTXiO","Create an advertisement campaign for Vilja Harrison to promote their water based business",16,4,true
28,NONE,LOW,14,0,2,60,160,"Walk in the park","sfBOepjV","Create an advertisement campaign for Tyge Orange to promote their wagon based business",22,6,true
28,NONE,HIGH,15,0,2,82,182,"Walk in the park","0f8uNTco","Help Kreios Bullock to write their biographical novel about their difficulties with a deranged wagon",38,6,true
28,NONE,LOW,16,0,2,120,220,"Walk in the park","VnvyIRhU","Create an advertisement campaign for Atalanta Abramson to promote their pan based business",24,6,true
28,NONE,LOW,17,0,2,144,244,"Walk in the park","K20vjaZk","Create an advertisement campaign for Derby Derrickson to promote their chicken based business",30,4,true
28,NONE,NA,18,0,2,174,274,"Sure thing","IYJNQVXB","Help Sonja Spearing to sell an unordinary wagon on the local market",22,3,true
